rooms,area,bathrooms,toilets,facades_number,number_floors,build_year,has_terrace,has_garden,has_garage,elevator,is_furnished,leased,running_water,primary_energy_consumption,postal_code,cadastral_income,has_swimming_pool,property_type_house,property_type_other,locality_antwerp,locality_braine-l-alleud,locality_brussels,locality_gent,locality_laken,locality_liege,locality_lier,locality_mons,locality_mouscron,locality_namur,locality_nivelles,locality_oostende,locality_other,locality_pont-a-celles,locality_roeselare,locality_seraing,locality_tournai,locality_tubize,locality_turnhout,locality_wavre,property_subtype_duplex,property_subtype_other,property_subtype_residence,property_subtype_studio,property_subtype_villa,has_equipped_kitchen_Not equipped,has_equipped_kitchen_Partially equipped,has_equipped_kitchen_Super equipped,y_true,y_pred_oof,loss
2.0,111.0,1.0,1.0,4.0,3.0,2010.0,1,0,0,0,0,0.0,1.0,232.0,1180,803.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,505000.0,506358.13822507876,1358.1382250787574
2.0,102.0,1.0,1.0,3.0,5.0,2023.0,1,0,0,1,0,0.0,1.0,232.0,8400,803.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,349000.0,356179.7988192386,7179.798819238611
3.0,140.0,1.0,1.0,3.0,3.0,2002.0,1,1,1,0,0,0.0,1.0,292.0,7060,803.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,325000.0,263064.14095345384,61935.85904654616
1.0,61.0,1.0,1.0,3.0,2.0,2024.0,1,1,1,1,0,0.0,1.0,232.0,6730,803.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,229000.0,194031.27790271945,34968.72209728055
3.0,161.0,1.0,2.0,3.0,3.0,2024.0,1,1,1,0,0,0.0,1.0,232.0,8434,803.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,401425.0,427861.6508141463,26436.650814146327
3.0,144.0,1.0,1.0,3.0,3.0,1964.0,1,1,1,0,0,0.0,1.0,324.0,9300,624.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,347500.0,306684.04663289106,40815.953367108945
3.0,174.0,2.0,2.0,2.0,3.0,2010.0,1,1,0,0,0,0.0,1.0,232.0,9700,803.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,494408.0,470670.8902802739,23737.109719726082
2.0,144.0,1.0,2.0,2.0,3.0,2010.0,1,0,1,0,0,0.0,1.0,283.0,2060,803.0,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,349900.0,370827.85272446217,20927.852724462165
2.0,80.0,1.0,1.0,2.0,2.0,1976.0,1,1,1,0,0,0.0,1.0,495.0,4040,1031.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,169000.0,189817.53031599245,20817.53031599245
2.0,102.0,1.0,1.0,3.0,5.0,2010.0,1,0,0,1,0,0.0,1.0,232.0,8400,803.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,309000.0,361907.26729581814,52907.267295818136
2.0,112.0,1.0,1.0,3.0,1.0,2024.0,1,1,1,0,0,0.0,1.0,0.0,3530,803.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,345000.0,365632.4507024828,20632.450702482776
3.0,150.0,1.0,2.0,2.0,3.0,2010.0,1,1,1,0,0,0.0,1.0,260.0,6200,281.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,389000.0,204034.3613998431,184965.6386001569
3.0,159.0,1.0,2.0,3.0,3.0,2024.0,1,1,0,0,0,0.0,1.0,232.0,2610,803.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,504900.0,466465.069558917,38434.93044108298
2.0,118.0,1.0,2.0,2.0,3.0,2010.0,1,1,1,0,0,0.0,1.0,54.0,2500,803.0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,399000.0,389131.83613117406,9868.16386882594
2.0,85.0,1.0,1.0,2.0,5.0,2024.0,1,0,0,0,0,0.0,1.0,232.0,6230,803.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,235600.0,251773.38706219406,16173.387062194059
2.0,79.0,1.0,1.0,2.0,1.0,2024.0,1,1,0,0,0,0.0,1.0,232.0,3630,803.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,258340.0,253071.8946821429,5268.105317857087
4.0,162.0,1.0,2.0,2.0,3.0,2010.0,1,1,0,0,0,0.0,1.0,377.0,2170,394.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,379000.0,284567.67544074135,94432.32455925865
3.0,117.0,1.0,1.0,4.0,3.0,2010.0,1,1,0,0,0,0.0,1.0,232.0,1140,803.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,558000.0,486835.0984806449,71164.90151935507
2.0,92.0,1.0,1.0,3.0,3.0,2010.0,1,1,0,0,0,0.0,1.0,232.0,1050,803.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,570000.0,533138.802987064,36861.197012936
4.0,159.0,1.0,2.0,3.0,4.0,1958.0,1,1,1,0,0,0.0,1.0,259.0,6010,803.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,277000.0,240698.06342559893,36301.93657440107
2.0,93.0,1.0,1.0,2.0,3.0,2010.0,1,1,0,0,0,0.0,1.0,232.0,1160,803.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,485000.0,431158.47450138436,53841.525498615636
2.0,128.0,1.0,1.0,4.0,3.0,2024.0,1,0,0,1,0,0.0,1.0,232.0,8480,803.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,379000.0,419620.4457706132,40620.44577061321
2.0,197.0,1.0,2.0,4.0,1.0,1959.0,1,1,1,0,0,0.0,1.0,449.0,6200,966.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,249999.0,327764.00624431565,77765.00624431565
3.0,90.0,1.0,1.0,3.0,10.0,1965.0,1,0,0,1,0,0.0,1.0,194.0,2020,749.0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,239000.0,220015.81635226746,18984.18364773254
3.0,107.0,1.0,1.0,2.0,3.0,1971.0,1,0,0,0,0,0.0,1.0,163.0,9000,954.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,318000.0,328745.2744890791,10745.274489079078
4.0,183.0,1.0,2.0,3.0,3.0,2023.0,1,1,0,0,0,0.0,1.0,232.0,2220,803.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,455000.0,465948.1329528381,10948.132952838088
3.0,130.0,2.0,2.0,3.0,3.0,2010.0,0,0,0,0,0,0.0,1.0,492.0,1357,488.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,249000.0,236603.13715052177,12396.862849478232
2.0,141.0,1.0,1.0,3.0,3.0,2010.0,0,0,1,0,0,0.0,1.0,444.0,7060,400.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,265000.0,140686.33464391844,124313.66535608156
1.0,86.0,1.0,1.0,3.0,2.0,2024.0,1,0,0,1,0,0.0,1.0,232.0,3582,803.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,315000.0,295146.6466929524,19853.353307047626
1.0,59.0,1.0,1.0,3.0,3.0,2024.0,1,0,1,1,0,0.0,1.0,232.0,2300,803.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,202000.0,202071.4442225565,71.44422255651443
2.0,90.0,1.0,1.0,3.0,4.0,2024.0,1,1,1,1,0,0.0,1.0,232.0,9041,803.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,379000.0,365442.1259324132,13557.874067586788
2.0,97.0,2.0,2.0,3.0,3.0,2010.0,1,1,0,0,0,0.0,1.0,232.0,1300,803.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,422750.0,430430.387071126,7680.387071126024
5.0,330.0,4.0,1.0,3.0,3.0,2010.0,1,1,1,0,0,0.0,1.0,279.0,7000,1335.0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,800000.0,559230.7354005235,240769.26459947648
3.0,139.0,2.0,2.0,2.0,3.0,2010.0,1,0,0,0,0,0.0,1.0,232.0,9000,803.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,749000.0,726686.393655002,22313.606344998
4.0,220.0,1.0,2.0,2.0,3.0,2010.0,1,1,0,0,0,1.0,1.0,171.0,9100,925.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,399000.0,426859.39526974584,27859.395269745844
2.0,114.0,2.0,2.0,2.0,6.0,2024.0,1,1,1,1,0,0.0,1.0,45.0,1000,803.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,725000.0,612229.4061254294,112770.59387457056
2.0,142.0,1.0,2.0,2.0,3.0,1918.0,0,1,1,0,0,0.0,1.0,463.0,2960,699.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,330000.0,336087.9706541854,6087.970654185396
2.0,90.0,1.0,1.0,2.0,3.0,1965.0,1,0,0,1,0,0.0,1.0,138.0,8500,803.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,209000.0,276311.6214605338,67311.62146053382
2.0,153.0,1.0,2.0,3.0,3.0,2024.0,1,0,0,1,0,0.0,1.0,232.0,8500,803.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,581800.0,548377.2798156079,33422.72018439206
2.0,103.0,1.0,1.0,2.0,3.0,2010.0,1,0,0,0,0,0.0,1.0,419.0,2170,803.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,169000.0,259282.7391805298,90282.73918052981
3.0,150.0,1.0,1.0,2.0,3.0,2010.0,1,1,0,0,0,0.0,1.0,232.0,9050,803.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,518000.0,451470.85318798816,66529.14681201184
3.0,310.0,1.0,2.0,4.0,3.0,1967.0,1,1,0,0,0,0.0,1.0,531.0,9660,341.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,199000.0,335387.5076147889,136387.5076147889
3.0,112.0,1.0,1.0,2.0,2.0,1850.0,1,1,0,0,0,0.0,1.0,176.0,7100,428.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,190000.0,173788.38431150911,16211.615688490885
3.0,169.0,2.0,2.0,2.0,6.0,1985.0,1,0,1,1,1,0.0,1.0,106.0,9000,803.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,655000.0,894882.8686572203,239882.86865722027
4.0,287.0,2.0,2.0,2.0,3.0,2024.0,1,1,1,0,0,0.0,1.0,61.0,6180,803.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,399000.0,407800.026179018,8800.026179018023
2.0,94.0,1.0,1.0,2.0,3.0,2023.0,1,0,0,1,0,0.0,1.0,232.0,2360,803.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,320500.0,316845.81970846717,3654.18029153283
9.0,560.0,2.0,4.0,4.0,3.0,1950.0,1,1,1,0,0,0.0,1.0,436.0,1700,803.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1099000.0,1293859.00927692,194859.00927692
2.0,98.0,1.0,1.0,3.0,3.0,2010.0,1,1,0,0,0,0.0,1.0,62.0,5030,803.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,308471.0,321909.7711030174,13438.771103017381
3.0,102.0,1.0,1.0,2.0,3.0,2014.0,1,0,0,1,0,0.0,1.0,232.0,8400,1800.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,450000.0,445900.09720718174,4099.902792818262
3.0,160.0,1.0,2.0,2.0,2.0,2010.0,1,1,1,0,0,0.0,1.0,314.0,7080,803.0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,165000.0,256147.65605739894,91147.65605739894
2.0,106.0,1.0,1.0,2.0,4.0,2024.0,1,0,0,1,0,0.0,1.0,110.0,5000,803.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,289000.0,322461.5874008577,33461.58740085771
1.0,40.0,1.0,1.0,2.0,3.0,2010.0,0,0,1,0,0,0.0,1.0,452.0,4020,803.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,99000.0,102691.929872201,3691.929872200999
2.0,91.0,1.0,1.0,3.0,2.0,2010.0,1,0,1,0,0,0.0,1.0,83.0,6760,803.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,219000.0,258991.3741656623,39991.3741656623
3.0,127.0,1.0,1.0,2.0,3.0,2010.0,0,1,1,0,0,0.0,1.0,232.0,9041,803.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,421147.0,408619.87524737185,12527.124752628151
3.0,150.0,2.0,2.0,2.0,2.0,2010.0,1,1,0,1,0,0.0,1.0,232.0,9050,803.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,518000.0,514953.9219772766,3046.078022723377
4.0,154.0,1.0,1.0,3.0,3.0,2010.0,0,1,0,0,0,0.0,1.0,216.0,7700,803.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,235000.0,263092.15105552867,28092.151055528666
2.0,90.0,1.0,1.0,3.0,2.0,2024.0,1,0,0,1,0,0.0,1.0,232.0,3582,803.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,345000.0,319897.26219637383,25102.737803626165
4.0,181.0,2.0,3.0,2.0,3.0,1940.0,1,0,0,0,0,0.0,1.0,414.0,2018,803.0,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,340000.0,420133.76191624446,80133.76191624446
2.0,90.0,1.0,1.0,2.0,8.0,2010.0,1,0,1,1,0,0.0,1.0,282.0,4102,803.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,185000.0,203097.74853297908,18097.74853297908
2.0,98.0,1.0,1.0,4.0,3.0,2024.0,1,0,0,1,0,0.0,1.0,232.0,2050,803.0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,335500.0,337809.5218431776,2309.5218431776157
3.0,155.0,1.0,2.0,3.0,1.0,2024.0,1,1,0,0,0,0.0,1.0,232.0,7740,803.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,307950.0,326261.93682288134,18311.93682288134
3.0,199.0,1.0,2.0,2.0,3.0,1987.0,0,1,1,0,0,0.0,1.0,396.0,8680,803.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,355000.0,353053.51523808547,1946.4847619145294
6.0,349.0,3.0,2.0,2.0,3.0,2009.0,1,1,0,0,0,0.0,1.0,78.0,3971,803.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,650000.0,669895.3849933423,19895.384993342333
1.0,66.0,1.0,1.0,3.0,3.0,2010.0,1,0,0,0,0,0.0,1.0,232.0,8400,803.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,269500.0,241768.63856242757,27731.36143757243
2.0,100.0,2.0,2.0,2.0,3.0,2010.0,0,1,0,0,0,0.0,1.0,220.0,6200,461.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,199000.0,138267.80482223237,60732.19517776763
2.0,80.0,1.0,1.0,3.0,2.0,1900.0,0,0,1,0,0,0.0,1.0,389.0,6180,1132.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,124999.0,137237.7349156915,12238.734915691486
3.0,300.0,3.0,3.0,2.0,2.0,1900.0,1,1,0,0,0,0.0,1.0,448.0,4101,803.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,249000.0,373498.9405966928,124498.94059669279
2.0,104.0,1.0,1.0,3.0,2.0,2024.0,1,1,1,1,0,0.0,1.0,232.0,1785,803.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,310000.0,369668.92227491835,59668.922274918354
3.0,169.0,1.0,1.0,3.0,3.0,2010.0,1,1,1,0,0,0.0,1.0,137.0,9130,624.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,389000.0,384734.30688040395,4265.69311959605
4.0,255.0,2.0,3.0,4.0,2.0,1868.0,1,1,1,0,0,0.0,1.0,507.0,7100,453.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,329000.0,302033.7176661611,26966.282333838928
2.0,136.0,2.0,2.0,4.0,10.0,2010.0,1,0,1,1,0,0.0,1.0,87.0,2018,803.0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,499000.0,602986.57888596,103986.57888596004
3.0,152.0,1.0,1.0,3.0,1.0,1931.0,1,1,1,0,0,0.0,1.0,174.0,5004,879.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,295000.0,343545.42421337066,48545.42421337066
3.0,143.0,2.0,2.0,3.0,3.0,2010.0,1,0,0,0,0,0.0,1.0,84.0,5330,803.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,389000.0,401450.57895580074,12450.578955800738
4.0,240.0,2.0,1.0,3.0,3.0,2010.0,1,1,0,0,0,0.0,1.0,486.0,5660,803.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,180000.0,240762.3266052986,60762.326605298585
1.0,63.0,1.0,1.0,2.0,2.0,1950.0,0,0,0,0,1,0.0,1.0,165.0,5060,581.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,159000.0,133168.3070590643,25831.692940935696
2.0,93.0,1.0,1.0,2.0,1.0,2020.0,1,1,0,1,0,0.0,1.0,72.0,9000,984.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,475000.0,622076.0613849316,147076.06138493156
2.0,110.0,1.0,1.0,2.0,3.0,2010.0,1,1,1,0,0,0.0,1.0,0.0,9300,803.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,424500.0,370057.07802839804,54442.92197160196
1.0,77.0,1.0,1.0,3.0,3.0,1975.0,0,0,1,0,0,0.0,1.0,196.0,4820,803.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,89000.0,173543.93084984028,84543.93084984028
3.0,105.0,1.0,2.0,3.0,3.0,1990.0,1,0,0,1,0,0.0,1.0,194.0,8400,803.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,211000.0,283403.20331880177,72403.20331880177
2.0,115.0,1.0,1.0,2.0,1.0,1959.0,0,1,1,0,0,0.0,1.0,574.0,1651,463.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,235000.0,276490.1438839106,41490.14388391061
3.0,196.0,2.0,2.0,4.0,3.0,1960.0,1,1,1,0,0,0.0,1.0,422.0,6900,803.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,279000.0,357887.6890589448,78887.68905894482
3.0,138.0,1.0,2.0,2.0,3.0,2010.0,1,1,0,0,0,0.0,1.0,157.0,9000,642.0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,495000.0,414166.11310005334,80833.88689994666
5.0,338.0,3.0,4.0,4.0,3.0,1973.0,1,1,1,0,0,0.0,1.0,320.0,1495,3232.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,795000.0,958008.6436689878,163008.6436689878
2.0,90.0,1.0,1.0,4.0,3.0,2024.0,1,0,0,1,0,0.0,1.0,232.0,2830,803.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,280000.0,327203.4660429841,47203.4660429841
3.0,125.0,1.0,2.0,2.0,3.0,2010.0,1,1,0,0,0,0.0,1.0,317.0,5380,443.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,249000.0,208888.61267965977,40111.38732034023
3.0,169.0,1.0,1.0,3.0,3.0,2010.0,1,1,1,0,0,0.0,1.0,232.0,1860,803.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,817484.0,585074.8144296848,232409.18557031523
2.0,113.0,2.0,1.0,2.0,2.0,2010.0,1,0,0,1,0,0.0,1.0,232.0,9050,803.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,445000.0,461745.25063364126,16745.250633641263
1.0,70.0,1.0,2.0,3.0,2.0,2023.0,1,0,0,1,0,0.0,1.0,57.0,7130,803.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,188000.0,198814.3241476233,10814.324147623294
2.0,93.0,1.0,1.0,4.0,3.0,2010.0,1,1,0,0,0,0.0,1.0,232.0,1140,803.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,438000.0,397025.6134029138,40974.38659708621
1.0,60.0,1.0,1.0,2.0,5.0,2024.0,1,0,1,1,0,0.0,1.0,67.0,4000,803.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,235750.0,215082.2432613081,20667.75673869191
2.0,98.0,1.0,1.0,3.0,7.0,1964.0,0,0,1,1,0,0.0,1.0,181.0,4000,1184.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,250000.0,219358.90782550914,30641.092174490856
2.0,114.0,1.0,1.0,3.0,3.0,2024.0,1,0,1,1,0,0.0,1.0,232.0,9470,803.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,351500.0,371306.53427657206,19806.534276572056
3.0,153.0,1.0,2.0,4.0,2.0,2014.0,1,1,1,0,0,0.0,1.0,106.0,4260,906.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,465000.0,640045.4828785785,175045.48287857848
3.0,179.0,1.0,2.0,3.0,3.0,2010.0,0,1,1,0,0,0.0,1.0,232.0,9800,803.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,376000.0,416734.36630986695,40734.36630986695
2.0,75.0,1.0,1.0,3.0,3.0,2024.0,0,0,1,0,0,0.0,1.0,232.0,4700,803.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,242000.0,248315.00399920798,6315.003999207984
4.0,176.0,1.0,2.0,2.0,2.0,2010.0,1,1,0,0,0,0.0,1.0,166.0,4030,532.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,255000.0,258359.27688632297,3359.276886322972
